,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
1090,2021,1042,UNIVERSIDADE POSITIVO,PR,Curitiba,1829,893,528
1099,2021,1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,PR,Campo Mourão,201,210,27
1100,2021,1079,FACULDADE MARINGÁ,PR,Maringá,49,0,42
1110,2021,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,PR,Guarapuava,0,0,0
1123,2021,1196,UNIVERSIDADE CESUMAR,PR,Maringá,33308,21282,7523
1124,2021,1205,CENTRO UNIVERSITÁRIO FAEL,PR,Lapa,18899,12793,5073
1128,2021,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,PR,Curitiba,260,137,96
1133,2021,1258,FACULDADE DE CASCAVEL,PR,Cascavel,10,3,7
1146,2021,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,PR,Cascavel,147,148,8
1162,2021,1396,Centro Universitário Dinâmica das Cataratas,PR,Foz do Iguaçu,151,19,82
1163,2021,1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,PR,São José dos Pinhais,227,163,54
1167,2021,1419,CENTRO UNIVERSITÁRIO CURITIBA,PR,Curitiba,2,0,2
1171,2021,1430,CENTRO UNIVERSITÁRIO INGÁ,PR,Maringá,2031,1973,176
1183,2021,1487,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,PR,Curitiba,272,139,75
1186,2021,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,PR,Curitiba,28392,20303,6249
1193,2021,1508,Centro Universitário Metropolitano de Maringá,PR,Maringá,413,330,57
1197,2021,1535,Faculdade de Pinhais,PR,Pinhais,81,10,62
1210,2021,1574,FACULDADE EDUCACIONAL DE MEDIANEIRA,PR,Medianeira,25,25,0
1218,2021,1612,Faculdade Assis Gurgacz,PR,Toledo,37,19,23
1219,2021,1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,PR,Paranaguá,48,20,17
1241,2021,1716,Centro Universitário União das Américas Descomplica,PR,Foz do Iguaçu,248,198,0
1245,2021,1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA,PR,Ponta Grossa,25,2,14
1251,2021,1759,FACULDADE PADRE JOÃO BAGOZZI,PR,Curitiba,148,33,40
1260,2021,1789,FACULDADE CATUAÍ,PR,Cambé,16,13,9
1285,2021,1856,FACULDADE DO NORTE NOVO DE APUCARANA,PR,Apucarana,67,4,29
1287,2021,1872,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,PR,Curitiba,337,206,63
1288,2021,1879,Centro Universitário UNIFACEAR,PR,Araucária,293,114,113
1294,2021,1900,"Centro Universitário de Ensino, Ciência e Tecnologia do Paraná",PR,Curitiba,504,60,186
1295,2021,1907,FACULDADE EDUCACIONAL DE COLOMBO,PR,Colombo,23,6,17
1303,2021,1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,PR,Londrina,9,7,4
1327,2021,2160,FACULDADE SANT ANA,PR,Ponta Grossa,13,0,10
1352,2021,2420,FACULDADE PARANAENSE,PR,Curitiba,3,0,3
1378,2021,2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,PR,Araucária,10,4,4
1402,2021,3193,FACULDADES INTEGRADAS DOS CAMPOS GERAIS,PR,Ponta Grossa,8,2,0
1403,2021,3232,FI - FACULDADE IGUAÇU,PR,Capanema,2,1,0
1426,2021,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,PR,Curitiba,71,73,6
1430,2021,3649,CENTRO UNIVERSITÁRIO CIDADE VERDE,PR,Maringá,3757,3380,513
1434,2021,3797,CENTRO UNIVERSITÁRIO GUAIRACÁ,PR,Guarapuava,18,19,0
1455,2021,3986,FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP,PR,Maringá,36,2,8
1460,2021,4009,FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA,PR,Curitiba,103,59,38
1493,2021,4330,FACULDADE EFICAZ,PR,Maringá,35,10,20
1502,2021,4496,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,PR,Ivaiporã,39,23,20
1518,2021,4661,FACULDADE UNIBF,PR,Paraíso do Norte,103,69,18
1525,2021,4751,CENTRO UNIVERSITÁRIO UNIFATECIE,PR,Paranavaí,1004,1055,0
1526,2021,4765,FACULDADE ALFA UMUARAMA,PR,Umuarama,44,17,24
1535,2021,4922,FACULDADE INTEGRADA DAS CATARATAS eJOVEM,PR,Foz do Iguaçu,31,12,14
1542,2021,5025,Faculdade Unina,PR,Curitiba,746,533,36
1557,2021,5403,CENTRO UNIVERSITÁRIO OPET,PR,Curitiba,613,416,163
1567,2021,10349,FACULDADE DE TECNOLOGIA IPPEO,PR,Curitiba,15,4,6
1574,2021,11818,Faculdade Inspirar,PR,Curitiba,58,0,0
1577,2021,12268,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE,PR,Cruzeiro do Oeste,3,4,0
1583,2021,12766,FACULDADE UNIÃO DE CAMPO MOURÃO,PR,Campo Mourão,33,10,13
1600,2021,13749,FACULDADE EDUCACIONAL ARAUCÁRIA,PR,Curitiba,58,17,34
1602,2021,13775,FACULDADE DE TECNOLOGIA IBRATE,PR,Curitiba,11,0,11
1617,2021,14403,FACULDADE CESUMAR,PR,Curitiba,90,47,35
1623,2021,14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",PR,Curitiba,339,116,40
1630,2021,15015,Universidade Estadual do Norte do Paraná,PR,Jacarezinho,146,151,2
1680,2021,17420,FACULDADE CESUMAR DE PONTA GROSSA,PR,Ponta Grossa,9,6,2
1682,2021,17590,Faculdade ISAE BRASIL,PR,Curitiba,191,293,17
1686,2021,17632,Faculdade CESUMAR de Londrina,PR,Londrina,26,10,19
1722,2021,19251,FACULDADE PÓLIS CIVITAS,PR,Curitiba,7,7,0
1728,2021,19404,FACULDADE INTEGRADA CESUMAR DE CURITIBA,PR,Curitiba,1,0,1
1755,2021,21108,Faculdade São Judas de Terra Boa,PR,Terra Boa,9,0,8
1766,2021,21577,Faculdade Focus,PR,Cascavel,6,14,0
0,2020,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PR,Curitiba,565,437,47
57,2020,298,UNIVERSIDADE PITÁGORAS UNOPAR,PR,Londrina,49111,42640,11847
68,2020,355,UNIVERSIDADE TUIUTI DO PARANÁ,PR,Curitiba,121,45,17
90,2020,430,CENTRO UNIVERSITÁRIO FILADÉLFIA,PR,Londrina,172,104,83
92,2020,437,UNIVERSIDADE PARANAENSE,PR,Umuarama,941,493,221
124,2020,571,UNIVERSIDADE FEDERAL DO PARANÁ,PR,Curitiba,229,104,14
132,2020,609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,PR,Cascavel,497,248,88
139,2020,649,CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA,PR,União da Vitória,7,8,0
156,2020,715,FAE CENTRO UNIVERSITÁRIO,PR,Curitiba,68,88,13
161,2020,730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,PR,Ponta Grossa,0,0,0
170,2020,810,CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,PR,Assis Chateaubriand,37,36,14
178,2020,918,CENTRO UNIVERSITÁRIO UNIVEL,PR,Cascavel,410,257,186
189,2020,1042,UNIVERSIDADE POSITIVO,PR,Curitiba,3038,1947,543
198,2020,1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,PR,Campo Mourão,87,76,16
199,2020,1079,FACULDADE MARINGÁ,PR,Maringá,72,37,15
210,2020,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,PR,Guarapuava,998,0,995
223,2020,1196,UNIVERSIDADE CESUMAR,PR,Maringá,27640,14618,6895
224,2020,1205,FACULDADE EDUCACIONAL DA LAPA,PR,Lapa,18040,10500,1772
228,2020,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,PR,Curitiba,275,108,88
233,2020,1256,FACULDADE DOM BOSCO,PR,Cascavel,0,0,0
234,2020,1258,FACULDADE DE CASCAVEL,PR,Cascavel,61,29,44
248,2020,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,PR,Cascavel,74,37,26
264,2020,1396,Centro Universitário Dinâmica das Cataratas,PR,Foz do Iguaçu,158,64,2
265,2020,1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,PR,São José dos Pinhais,240,144,141
272,2020,1430,CENTRO UNIVERSITÁRIO INGÁ,PR,Maringá,1470,1388,157
284,2020,1487,CENTRO UNIVERSITÁRIO UNIDOM - BOSCO,PR,Curitiba,107,16,20
287,2020,1491,CENTRO UNIVERSITÁRIO INTERNACIONAL,PR,Curitiba,29494,17546,8319
294,2020,1508,Centro Universitário Metropolitano de Maringá,PR,Maringá,257,142,61
298,2020,1535,Faculdade de Pinhais,PR,Pinhais,147,19,77
317,2020,1612,Faculdade Assis Gurgacz,PR,Toledo,50,46,22
318,2020,1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,PR,Paranaguá,61,33,24
321,2020,1632,FACULDADE PITÁGORAS DE LONDRINA,PR,Londrina,0,0,0
339,2020,1716,Centro Universitário União das Américas,PR,Foz do Iguaçu,62,62,0
343,2020,1726,CENTRO UNIVERSITÁRIO SANTA AMÉLIA,PR,Ponta Grossa,59,16,30
349,2020,1759,FACULDADE PADRE JOÃO BAGOZZI,PR,Curitiba,185,142,32
358,2020,1789,FACULDADE CATUAÍ,PR,Cambé,18,22,8
385,2020,1856,FACULDADE DO NORTE NOVO DE APUCARANA,PR,Apucarana,144,85,56
388,2020,1872,CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA,PR,Curitiba,326,230,128
389,2020,1879,Centro Universitário UNIFACEAR,PR,Araucária,392,226,119
395,2020,1907,FACULDADE EDUCACIONAL DE COLOMBO,PR,Colombo,41,24,21
403,2020,1939,INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL,PR,Londrina,15,8,10
427,2020,2160,FACULDADE SANT ANA,PR,Ponta Grossa,19,3,1
455,2020,2420,FACULDADE PARANAENSE,PR,Curitiba,24,8,21
462,2020,2513,Faculdade Positivo Londrina,PR,Londrina,0,0,0
481,2020,2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,PR,Araucária,20,8,7
507,2020,3193,FACULDADES INTEGRADAS DOS CAMPOS GERAIS,PR,Ponta Grossa,14,14,0
509,2020,3232,FI - FACULDADE IGUAÇU,PR,Capanema,1,1,0
532,2020,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,PR,Curitiba,19,26,0
538,2020,3649,CENTRO UNIVERSITÁRIO CIDADE VERDE,PR,Maringá,2768,1982,889
561,2020,3986,FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP,PR,Maringá,59,36,21
565,2020,4009,FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA,PR,Curitiba,191,119,27
577,2020,4045,Centro Universitário UniCuritiba,PR,Curitiba,15,1,15
599,2020,4330,FACULDADE EFICAZ,PR,Maringá,32,39,12
608,2020,4496,FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ,PR,Ivaiporã,39,26,16
623,2020,4661,FACULDADE UNIBF,PR,Paraíso do Norte,158,202,36
629,2020,4751,CENTRO UNIVERSITÁRIO UNIFATECIE,PR,Paranavaí,129,142,8
630,2020,4765,FACULDADE ALFA UMUARAMA,PR,Umuarama,71,30,39
641,2020,4922,FACULDADE INTEGRADA DAS CATARATAS,PR,Foz do Iguaçu,36,8,11
648,2020,5025,Faculdade Unina,PR,Curitiba,957,788,0
664,2020,5403,CENTRO UNIVERSITÁRIO OPET,PR,Curitiba,573,407,145
667,2020,5518,FACULDADE GUARAPUAVA,PR,Guarapuava,0,0,0
675,2020,10349,FACULDADE DE TECNOLOGIA IPPEO,PR,Curitiba,13,10,0
684,2020,12268,FACULDADE DE TECNOLOGIA DE CRUZEIRO DO OESTE,PR,Cruzeiro do Oeste,3,0,3
690,2020,12766,FACULDADE UNIÃO DE CAMPO MOURÃO,PR,Campo Mourão,77,27,35
707,2020,13677,FACULDADE DE TECNOLOGIA SENAI CIC,PR,Curitiba,0,0,0
710,2020,13749,FACULDADE EDUCACIONAL ARAUCÁRIA,PR,Curitiba,118,9,57
712,2020,13775,FACULDADE DE TECNOLOGIA IBRATE,PR,Curitiba,18,23,7
729,2020,14403,FACULDADE CESUMAR,PR,Curitiba,145,84,64
734,2020,14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",PR,Curitiba,319,155,14
741,2020,15015,Universidade Estadual do Norte do Paraná,PR,Jacarezinho,111,0,84
789,2020,17420,FACULDADE CESUMAR DE PONTA GROSSA,PR,Ponta Grossa,15,14,7
791,2020,17590,Faculdade ISAE BRASIL,PR,Curitiba,31,19,2
795,2020,17632,Faculdade CESUMAR de Londrina,PR,Londrina,46,31,18
827,2020,19251,FACULDADE PÓLIS CIVITAS,PR,Curitiba,15,0,9
836,2020,19404,FACULDADE INTEGRADA CESUMAR DE CURITIBA,PR,Curitiba,8,1,4
3629,2024,5,UNIVERSIDADE FEDERAL DO PIAUÍ,PI,Teresina,192,138,0
3811,2024,916,FACULDADE ESTÁCIO DE TERESINA,PI,Teresina,9,9,2
3844,2024,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,PI,Teresina,11,11,0
3981,2024,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",PI,Teresina,237,87,66
4042,2024,2413,Centro Universitário Faesf,PI,Floriano,4,1,0
4405,2024,21240,FACULDADE UNIRB - PIAUÍ,PI,Teresina,2,2,0
2725,2023,5,UNIVERSIDADE FEDERAL DO PIAUÍ,PI,Teresina,128,116,0
2909,2023,916,FACULDADE ESTÁCIO DE TERESINA,PI,Teresina,10,3,4
2941,2023,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,PI,Teresina,26,31,1
3083,2023,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",PI,Teresina,232,94,28
3157,2023,2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,3,0,3
3531,2023,21240,FACULDADE UNIRB - PIAUÍ,PI,Teresina,0,0,0
1809,2022,5,UNIVERSIDADE FEDERAL DO PIAUÍ,PI,Teresina,61,62,0
1989,2022,916,FACULDADE ESTÁCIO DE TERESINA,PI,Teresina,24,8,10
2021,2022,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,PI,Teresina,61,82,0
2176,2022,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",PI,Teresina,152,86,13
2253,2022,2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,3,0,0
2657,2022,21240,FACULDADE UNIRB - PIAUÍ,PI,Teresina,4,0,2
1079,2021,916,FACULDADE ESTÁCIO DE TERESINA,PI,Teresina,37,8,9
1111,2021,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,PI,Teresina,57,100,0
1206,2021,1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI,PI,Teresina,6,0,6
1273,2021,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",PI,Teresina,316,78,62
1351,2021,2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,4,3,0
1613,2021,14297,Faculdade Unirb - Parnaíba,PI,Parnaíba,0,0,0
1759,2021,21240,FACULDADE UNIRB - PIAUÍ,PI,Teresina,12,1,4
177,2020,916,FACULDADE ESTÁCIO DE TERESINA,PI,Teresina,61,35,14
211,2020,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,PI,Teresina,20,35,0
307,2020,1563,CENTRO UNIVERSITÁRIO UNINOVAFAPI,PI,Teresina,21,2,11
372,2020,1820,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",PI,Teresina,337,86,32
454,2020,2413,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,PI,Floriano,4,4,0
725,2020,14297,Faculdade Unirb - Parnaíba,PI,Parnaíba,4,1,0
863,2020,21240,FACULDADE UNIRB - PIAUÍ,PI,Teresina,18,4,0
3632,2024,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,PE,Recife,56,62,2
3667,2024,160,Centro Universitário Frassinetti do Recife,PE,Recife,75,45,29
3718,2024,405,FOCCA - FACULDADE DE OLINDA,PE,Olinda,14,3,5
3719,2024,409,UNIVERSIDADE DE PERNAMBUCO,PE,Recife,90,27,16
3787,2024,692,FACULDADE DE PETROLINA,PE,Petrolina,33,19,5
3789,2024,701,FACULDADES INTEGRADAS DE GARANHUNS,PE,Garanhuns,70,37,32
3821,2024,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,PE,Timbaúba,13,10,2
3833,2024,1077,Centro Universitário Estácio do Recife,PE,Recife,85,58,19
3845,2024,1136,FACULDADE UNIFACIG,PE,Igarassu,261,114,78
3863,2024,1255,Centro Universitário FBV Wyden,PE,Recife,621,442,146
3872,2024,1328,Centro Universitário Uninovo,PE,Olinda,205,88,74
3882,2024,1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,PE,Ipojuca,61,22,16
3883,2024,1384,FACULDADE SANTA HELENA,PE,Recife,135,68,40
3945,2024,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboatão dos Guararapes,135,69,42
3947,2024,1697,CENTRO UNIVERSITÁRIO FACOL,PE,Vitória de Santo Antão,40,0,29
3968,2024,1775,Centro Universitário Favip Wyden,PE,Caruaru,2513,1755,740
3973,2024,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,PE,Jaboatão dos Guararapes,347,220,182
3975,2024,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",PE,Recife,393,178,24
3997,2024,1881,FACULDADE DA ESCADA,PE,Escada,45,12,20
4060,2024,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,PE,Recife,85,53,28
4069,2024,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,PE,Recife,12255,5847,1832
4106,2024,3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,PE,Vitória de Santo Antão,90,54,35
4137,2024,3996,FACULDADE SENAC PERNAMBUCO,PE,Recife,56,42,23
4157,2024,4118,Centro Universitário Maurício de Nassau Paulista,PE,Paulista,7,0,7
4160,2024,4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,PE,Recife,2523,2214,150
4167,2024,4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,PE,Palmares,20,5,7
4186,2024,4700,FACULDADE NOVA ROMA,PE,Recife,0,0,0
4187,2024,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,PE,Recife,906,393,143
4319,2024,17091,Faculdade CERS,PE,Recife,0,0,0
4321,2024,17116,Faculdade de Ciências de Goiana,PE,Goiana,56,15,19
4342,2024,18023,FACULDADE UNINASSAU PETROLINA,PE,Petrolina,0,0,0
4350,2024,18211,FACULDADE UNINASSAU CABO,PE,Cabo de Santo Agostinho,276,164,38
4353,2024,18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,PE,Recife,165,34,130
4363,2024,18896,Soberana Faculdade de Saúde de Petrolina,PE,Petrolina,17,17,0
4375,2024,19369,Faculdade CEAM,PE,Recife,9,0,9
4399,2024,20570,Faculdade Alpha,PE,Recife,0,0,0
4427,2024,21928,FACULDADE GRAU S ENSINO SUPERIOR,PE,Recife,41,63,0
4431,2024,22073,FACULDADE MACÊDO DE AMORIM,PE,Vitória de Santo Antão,15,1,15
2728,2023,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,PE,Recife,21,32,0
2763,2023,160,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,78,51,23
2815,2023,405,FOCCA - FACULDADE DE OLINDA,PE,Olinda,15,9,0
2816,2023,409,UNIVERSIDADE DE PERNAMBUCO,PE,Recife,87,29,13
2882,2023,692,FACULDADE DE PETROLINA,PE,Petrolina,29,11,11
2884,2023,701,FACULDADES INTEGRADAS DE GARANHUNS,PE,Garanhuns,76,27,38
2917,2023,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,PE,Timbaúba,14,10,6
2929,2023,1077,Centro Universitário Estácio do Recife,PE,Recife,95,57,26
2942,2023,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,PE,Igarassu,269,126,42
2961,2023,1255,Centro Universitário FBV Wyden,PE,Recife,668,508,167
2970,2023,1328,Centro Universitário Uninovo,PE,Olinda,202,125,47
2981,2023,1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,PE,Ipojuca,83,47,35
2982,2023,1384,FACULDADE SANTA HELENA,PE,Recife,109,49,26
3045,2023,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboatão dos Guararapes,159,110,19
3048,2023,1697,CENTRO UNIVERSITÁRIO FACOL,PE,Vitória de Santo Antão,89,33,21
3052,2023,1708,CENTRO UNIVERSITARIO DO RECIFE,PE,Recife,0,0,0
3069,2023,1775,Centro Universitário Favip Wyden,PE,Caruaru,3208,2182,942
3074,2023,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,PE,Jaboatão dos Guararapes,623,407,361
3076,2023,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",PE,Recife,334,181,22
3100,2023,1881,FACULDADE DA ESCADA,PE,Escada,57,47,10
3144,2023,2242,FACULDADE DO RECIFE,PE,Recife,1,0,1
3174,2023,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,PE,Recife,70,48,16
3183,2023,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,PE,Recife,8468,5169,1443
3222,2023,3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,PE,Vitória de Santo Antão,108,57,29
3254,2023,3996,FACULDADE SENAC PERNAMBUCO,PE,Recife,34,3,3
3274,2023,4118,Centro Universitário Maurício de Nassau Paulista,PE,Paulista,30,4,5
3278,2023,4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,PE,Recife,717,111,248
3285,2023,4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,PE,Palmares,28,11,13
3306,2023,4700,FACULDADE NOVA ROMA,PE,Recife,2,0,0
3307,2023,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,PE,Recife,807,418,147
3443,2023,17091,Faculdade CERS,PE,Recife,3,3,0
3445,2023,17116,Faculdade de Ciências de Goiana,PE,Goiana,50,25,2
3468,2023,18023,FACULDADE UNINASSAU PETROLINA,PE,Petrolina,5,0,4
3475,2023,18211,FACULDADE UNINASSAU CABO,PE,Cabo de Santo Agostinho,173,105,16
3477,2023,18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,PE,Recife,148,78,17
3499,2023,19369,Faculdade CEAM,PE,Recife,20,33,7
3523,2023,20570,Faculdade Alpha,PE,Recife,0,0,0
3551,2023,22073,FACULDADE MACÊDO DE AMORIM,PE,Vitória de Santo Antão,24,9,9
1811,2022,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,PE,Recife,10,12,0
1844,2022,160,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,67,48,20
1896,2022,405,FOCCA - FACULDADE DE OLINDA,PE,Olinda,24,16,9
1897,2022,409,UNIVERSIDADE DE PERNAMBUCO,PE,Recife,89,29,13
1963,2022,692,FACULDADE DE PETROLINA,PE,Petrolina,37,7,9
1965,2022,701,FACULDADES INTEGRADAS DE GARANHUNS,PE,Garanhuns,87,45,27
1996,2022,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,PE,Timbaúba,18,15,4
2009,2022,1077,Centro Universitário Estácio do Recife,PE,Recife,102,65,23
2022,2022,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,PE,Igarassu,185,92,28
2042,2022,1255,Centro Universitário FBV Wyden,PE,Recife,501,362,117
2052,2022,1328,Centro Universitário Unifacottur,PE,Olinda,162,98,34
2063,2022,1383,FACULDADE NOVO HORIZONTE DE IPOJUCA,PE,Ipojuca,106,31,57
2064,2022,1384,FACULDADE SANTA HELENA,PE,Recife,139,164,35
2135,2022,1675,FACULDADE METROPOLITANA DA GRANDE RECIFE,PE,Jaboatão dos Guararapes,111,101,29
2138,2022,1697,CENTRO UNIVERSITÁRIO FACOL,PE,Vitória de Santo Antão,118,54,19
2142,2022,1708,CENTRO UNIVERSITARIO DO RECIFE,PE,Recife,7,0,6
2143,2022,1709,Centro Universitário Tiradentes de Pernambuco,PE,Recife,2,0,2
2160,2022,1775,Centro Universitário Favip Wyden,PE,Caruaru,3338,2460,899
2166,2022,1805,CENTRO UNIVERSITÁRIO DOS GUARARAPES,PE,Jaboatão dos Guararapes,815,316,300
2168,2022,1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",PE,Recife,283,149,20
2193,2022,1881,FACULDADE DA ESCADA,PE,Escada,38,27,9
2240,2022,2242,FACULDADE DO RECIFE,PE,Recife,2,0,1
2272,2022,2723,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,PE,Recife,58,48,9
2281,2022,2835,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,PE,Recife,7031,5556,816
2323,2022,3515,CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO,PE,Vitória de Santo Antão,102,70,26
2358,2022,3996,FACULDADE SENAC PERNAMBUCO,PE,Recife,53,48,10
2381,2022,4118,Centro Universitário Maurício de Nassau Paulista,PE,Paulista,55,36,11
2386,2022,4153,Centro Universitário Joaquim Nabuco de Recife,PE,Recife,1189,644,299
2393,2022,4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,PE,Palmares,54,16,37
2419,2022,4700,FACULDADE NOVA ROMA,PE,Recife,5,5,0
2420,2022,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,PE,Recife,818,505,202
2467,2022,10588,FACULDADE UNINABUCO SÃO LOURENÇO DA MATA,PE,São Lourenço da Mata,0,0,0
2569,2022,17116,Faculdade de Ciências de Goiana,PE,Goiana,41,28,9
2593,2022,18023,FACULDADE UNINASSAU PETROLINA,PE,Petrolina,24,8,10
2600,2022,18211,FACULDADE UNINASSAU CABO,PE,Cabo de Santo Agostinho,121,89,23
2602,2022,18267,FACULDADE INTEGRADA DE GESTÃO E MEIO AMBIENTE,PE,Recife,145,52,75
2623,2022,19369,Faculdade CEAM,PE,Recife,16,0,10
2648,2022,20570,Faculdade Alpha,PE,Recife,6,0,6
2649,2022,20666,Faculdade ELO,PE,Recife,0,0,0
2674,2022,22073,FACULDADE MACÊDO DE AMORIM,PE,Vitória de Santo Antão,35,13,14
2705,2022,23191,Faculdade Central do Recife Centro,PE,Recife,3,0,3
934,2021,160,FACULDADE FRASSINETTI DO RECIFE,PE,Recife,61,29,25
