,NU_ANO_CENSO,CO_IES,NO_IES,SG_UF_IES,NO_MUNICIPIO_IES,QT_MAT,QT_ING,QT_CONC
69,2020,360,CENTRO UNIVERSITÁRIO PAULISTANO,SP,São Paulo,73,24,45
70,2020,363,FACULDADE MOZARTEUM DE SÃO PAULO,SP,São Paulo,22,1,15
72,2020,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,SP,São Paulo,4627,5204,878
73,2020,375,UNIVERSIDADE SANTO AMARO,SP,São Paulo,2887,1646,709
74,2020,376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,SP,São Paulo,762,766,378
86,2020,417,UNIVERSIDADE CIDADE DE SÃO PAULO,SP,São Paulo,8344,5988,1657
87,2020,420,UNIVERSIDADE DE MARÍLIA,SP,Marília,482,467,21
91,2020,434,FACULDADE SANTA MARCELINA,SP,São Paulo,77,52,5
97,2020,456,CENTRO UNIVERSITÁRIO SANT¿ANNA,SP,São Paulo,176,110,53
98,2020,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,SP,São Paulo,195,114,114
99,2020,458,UNIVERSIDADE IBIRAPUERA,SP,São Paulo,21,17,7
100,2020,466,UNIVERSIDADE ANHEMBI MORUMBI,SP,São Paulo,8258,5038,2609
103,2020,481,Universidade Universus Veritas Guarulhos,SP,Guarulhos,932,418,288
105,2020,483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,SP,Guarulhos,0,7,0
107,2020,491,CENTRO UNIVERSITÁRIO DON DOMÊNICO,SP,Guarujá,209,123,10
109,2020,496,UNIVERSIDADE DE FRANCA,SP,Franca,4280,2928,848
110,2020,502,CENTRO UNIVERSITÁRIO SÃO JUDAS TADEU,SP,Santos,801,526,253
116,2020,521,UNIVERSIDADE DE MOGI DAS CRUZES,SP,Mogi das Cruzes,199,88,110
118,2020,526,CENTRO UNIVERSITÁRIO BRAZ CUBAS,SP,Mogi das Cruzes,2039,1243,564
131,2020,605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,SP,São Caetano do Sul,172,76,81
140,2020,652,FACULDADE SANTA CECÍLIA,SP,Pindamonhangaba,91,30,46
143,2020,665,UNIVERSIDADE DE TAUBATÉ,SP,Taubaté,184,111,18
146,2020,670,UNIVERSIDADE SÃO FRANCISCO,SP,Bragança Paulista,737,690,108
154,2020,707,CENTRO UNIVERSITÁRIO CENTRAL PAULISTA,SP,São Carlos,144,51,64
157,2020,716,FACULDADES INTEGRADAS DE BOTUCATU,SP,Botucatu,4,4,0
162,2020,737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SP,São Paulo,240,113,35
164,2020,778,FACULDADE IBRA DOS VALES,SP,Jacareí,19,0,19
166,2020,793,Centro Universitário Estácio de São Paulo,SP,São Paulo,678,406,175
175,2020,886,FACULDADE DE HORTOLÂNDIA,SP,Hortolândia,83,39,16
176,2020,898,Centro Universitário Unisan,SP,São Paulo,92,30,39
179,2020,923,CENTRO UNIVERSITÁRIO SÃO ROQUE,SP,São Roque,44,34,22
182,2020,952,UNIVERSIDADE SANTA CECÍLIA,SP,Santos,738,514,125
183,2020,953,UNIVERSIDADE METROPOLITANA DE SANTOS,SP,Santos,463,203,198
185,2020,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,SP,Americana,85,70,45
190,2020,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,SP,Leme,6,1,6
191,2020,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,SP,São José do Rio Preto,35,13,8
192,2020,1048,FACULDADE CAMPOS ELÍSEOS,SP,São Paulo,229,475,80
205,2020,1092,FACULDADES INTEGRADAS DE BAURU,SP,Bauru,37,24,11
206,2020,1100,Centro Universitário Carlos Drummond de Andrade,SP,São Paulo,535,443,39
214,2020,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,SP,Salto,704,466,297
220,2020,1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA,SP,Americana,35,24,14
222,2020,1187,CENTRO UNIVERSITÁRIO MÓDULO,SP,Caraguatatuba,73,46,33
226,2020,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,SP,Itapetininga,28,20,11
227,2020,1225,CENTRO UNIVERSITÁRIO AMPARENSE,SP,Amparo,82,29,37
236,2020,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,SP,Ribeirão Preto,12952,9277,2554
237,2020,1273,Centro Universitário Campo Limpo Paulista,SP,Campo Limpo Paulista,368,216,117
238,2020,1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,SP,Taubaté,54,31,19
239,2020,1292,Centro Universitário de Adamantina,SP,Adamantina,6,0,3
240,2020,1294,Centro Universitário das Américas,SP,São Paulo,4567,3978,371
241,2020,1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,SP,São Paulo,15,0,15
242,2020,1304,FACULDADE DE RIBEIRÃO PIRES,SP,Ribeirão Pires,73,25,30
244,2020,1310,FACULDADE DE AMERICANA,SP,Americana,154,57,85
245,2020,1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,SP,São Paulo,0,0,0
249,2020,1345,FACULDADE ANHANGUERA DE OSASCO,SP,Osasco,570,424,248
254,2020,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,SP,São Paulo,112,106,18
260,2020,1386,FACULDADE ESAMC CAMPINAS,SP,Campinas,513,289,170
261,2020,1387,FACULDADE PENTÁGONO - FAPEN,SP,Santo André,84,23,43
262,2020,1388,CENTRO UNIVERSITÁRIO SUMARÉ,SP,São Paulo,981,1020,387
268,2020,1418,CENTRO UNIVERSITÁRIO TOLEDO,SP,Araçatuba,48,26,12
273,2020,1432,FACULDADE BERTIOGA,SP,Bertioga,18,7,8
274,2020,1433,FACULDADE ORÍGENES LESSA,SP,Lençóis Paulista,83,82,2
275,2020,1434,Centro Universitário de Itapira Uniesi,SP,Itapira,14,18,5
279,2020,1457,Faculdade Estácio de Cotia,SP,Cotia,146,89,32
283,2020,1478,FACULDADE ANHANGUERA DE SÃO BERNARDO,SP,São Bernardo do Campo,355,188,183
286,2020,1490,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,SP,Jaguariúna,286,161,67
290,2020,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,SP,Taboão da Serra,170,106,105
291,2020,1502,FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ,SP,Jundiaí,0,0,0
300,2020,1541,FACULDADE FLAMINGO,SP,São Paulo,534,177,242
302,2020,1545,FACULDADE DE BOITUVA,SP,Boituva,16,9,4
303,2020,1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,SP,Registro,263,147,73
306,2020,1561,FACULDADE ESAMC SOROCABA,SP,Sorocaba,148,136,46
313,2020,1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,SP,Indaiatuba,1067,438,214
314,2020,1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,SP,Guaratinguetá,496,258,80
320,2020,1624,FACULDADE MARECHAL RONDON,SP,São Manuel,0,0,0
324,2020,1659,FACULDADE ESTÁCIO DE SÁ DE OURINHOS,SP,Ourinhos,83,36,20
332,2020,1690,FACULDADE DE SÃO VICENTE,SP,São Vicente,320,119,151
333,2020,1693,FACULDADE ITANHAÉM,SP,Itanhaém,8,0,4
342,2020,1725,FACULDADE XV DE AGOSTO,SP,Socorro,20,14,8
345,2020,1732,FACULDADE GENNARI E PEARTREE,SP,Pederneiras,28,11,10
347,2020,1742,FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE,SP,São Paulo,318,149,137
348,2020,1745,Faculdade Interativa de São Paulo,SP,São Paulo,69,29,21
350,2020,1762,FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE,SP,São Paulo,155,99,54
355,2020,1776,Faculdade Anhanguera de Tecnologia de Jundiaí,SP,Jundiaí,140,86,57
357,2020,1788,FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA,SP,Limeira,53,27,23
359,2020,1804,FACULDADE DE MAUÁ - FAMA,SP,Mauá,58,28,22
361,2020,1806,FACULDADE FERNÃO DIAS,SP,Osasco,18,8,10
365,2020,1810,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",SP,São Paulo,1012,378,213
369,2020,1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,SP,Bauru,24,21,9
375,2020,1834,FACULDADE DE AGUDOS,SP,Agudos,38,25,6
376,2020,1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,SP,São João da Boa Vista,114,169,33
377,2020,1838,FACULDADES INTEGRADAS RIO BRANCO,SP,São Paulo,2,0,2
378,2020,1841,CENTRO UNIVERSITÁRIO ANTÔNIO EUFRÁSIO DE TOLEDO DE PRESIDENTE PRUDENTE - TOLEDO PRUDENTE,SP,Presidente Prudente,25,34,0
380,2020,1846,CENTRO UNIVERSITÁRIO DE LINS,SP,Lins,1758,1196,7
383,2020,1853,Centro Universitário UNIBTA,SP,São Paulo,61,58,0
384,2020,1854,CLARETIANO - CENTRO UNIVERSITÁRIO,SP,Rio Claro,185,93,97
392,2020,1892,Centro Universitário de Excelência Eniac,SP,Guarulhos,2119,907,564
405,2020,1949,CENTRO UNIVERSITÁRIO DE PAULÍNIA,SP,Paulínia,278,89,79
421,2020,2123,CENTRO UNIVERSITÁRIO MAX PLANCK,SP,Indaiatuba,164,66,75
429,2020,2177,Faculdade Instituto Paulista de Ensino,SP,Osasco,10,0,10
430,2020,2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,SP,Santo André,154,88,39
444,2020,2279,Centro Universitário Metrocamp Wyden,SP,Campinas,95,40,28
452,2020,2408,FACULDADE ESAMC SANTOS,SP,Santos,301,181,123
471,2020,2625,FACULDADE APRIMORAR DE SÃO JOSÉ DOS CAMPOS,SP,São José dos Campos,3,0,0
479,2020,2793,FACULDADE UBS,SP,São Paulo,8,0,8
482,2020,2814,FACULDADE SÃO SEBASTIÃO,SP,São Sebastião,70,49,20
484,2020,2886,FACULDADE ZUMBI DOS PALMARES,SP,São Paulo,5,0,5
492,2020,3008,FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS,SP,São José dos Campos,60,24,21
513,2020,3294,CENTRO UNIVERSITÁRIO FAVENI,SP,Guarulhos,109,112,0
516,2020,3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,SP,Campinas,132,57,55
530,2020,3529,CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA,SP,Marília,255,252,75
533,2020,3603,FACULDADE ANHANGUERA DE GUARULHOS,SP,Guarulhos,273,244,87
535,2020,3612,FACULDADE ANHANGUERA DE VALINHOS,SP,Valinhos,62,41,27
536,2020,3618,FACULDADE LUSÓFONA DE SÃO PAULO,SP,Cotia,90,24,30
537,2020,3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,SP,Barretos,0,0,0
539,2020,3779,FACULDADE ESTÁCIO DE SANTO ANDRÉ,SP,Santo André,202,113,50
553,2020,3936,FACULDADE ANHANGUERA DE LIMEIRA,SP,Limeira,86,58,47
554,2020,3937,Faculdade Anhanguera de Indaiatuba,SP,Indaiatuba,82,50,42
560,2020,3985,CENTRO UNIVERSITÁRIO SENAC,SP,São Paulo,2382,1510,1226
564,2020,4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",SP,Pirassununga,33,25,15
566,2020,4013,FACULDADE ANHANGUERA DE RIO CLARO,SP,Rio Claro,17,14,17
567,2020,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,SP,Jundiaí,430,349,73
568,2020,4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,SP,Botucatu,176,90,25
569,2020,4021,FACULDADE DE TECNOLOGIA DE GARÇA,SP,Garça,367,188,59
570,2020,4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,SP,Jundiaí,424,184,79
571,2020,4023,FACULDADE DE TECNOLOGIA DE MAUÁ,SP,Mauá,364,130,63
572,2020,4024,FACULDADE DE TECNOLOGIA DE MOCOCA,SP,Mococa,225,98,38
573,2020,4026,FACULDADE DE TECNOLOGIA ZONA LESTE,SP,São Paulo,1280,525,233
574,2020,4029,FACULDADE DE SANTA BÁRBARA D'OESTE,SP,Santa Bárbara d'Oeste,19,9,10
578,2020,4059,FACULDADE DE CIÊNCIAS GERENCIAIS,SP,São Joaquim da Barra,13,7,6
588,2020,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,SP,Santa Bárbara d'Oeste,44,35,22
589,2020,4141,FACULDADE ANHANGUERA DE TAUBATÉ,SP,Taubaté,38,1,31
590,2020,4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,SP,Piracicaba,193,93,106
593,2020,4169,Faculdade Estácio de Carapicuíba,SP,Carapicuíba,555,295,124
594,2020,4211,Faculdade ESAMC São Paulo - ESAMC,SP,São Paulo,0,5,0
601,2020,4357,FACULDADE QUALITTAS,SP,São Paulo,7,9,0
616,2020,4597,FACULDADE FUTURA,SP,Votuporanga,17,7,9
620,2020,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,SP,São José dos Campos,109,65,69
621,2020,4655,FACULDADE ANHANGÜERA DE SOROCABA,SP,Sorocaba,109,83,50
622,2020,4656,FACULDADE ANHANGÜERA DE PIRACICABA,SP,Piracicaba,131,86,58
627,2020,4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,SP,Cruzeiro,85,39,30
636,2020,4826,FACULDADE ANHANGÜERA DE CAMPINAS,SP,Campinas,236,167,126
638,2020,4873,FACULDADE IBRA DE TAUBATÉ,SP,Taubaté,18,0,18
639,2020,4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,SP,Itapecerica da Serra,77,47,49
642,2020,4926,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,SP,Praia Grande,735,340,113
646,2020,4983,FACULDADE IBRA DE TECNOLOGIA,SP,São José dos Campos,0,0,0
647,2020,4995,Faculdade Educamais,SP,São Paulo,108,53,28
650,2020,5046,FACULDADE POLIS DAS ARTES,SP,Embu das Artes,26,0,25
656,2020,5288,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,SP,Ribeirão Preto,62,79,25
658,2020,5312,Centro Universitário UNIFAAT,SP,Atibaia,316,295,85
663,2020,5387,FACULDADE IMPACTA,SP,São Paulo,55,27,28
666,2020,5451,FACULDADE ANHANGÜERA DE BAURU,SP,Bauru,65,54,29
669,2020,5555,FACULDADE ANHANGUERA DE JACAREÍ,SP,Jacareí,124,90,53
670,2020,5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,SP,Presidente Prudente,184,80,27
671,2020,5633,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,SP,Bragança Paulista,177,181,0
673,2020,5669,CENTRO UNIVERSITÁRIO ETEP,SP,São José dos Campos,269,51,0
678,2020,11308,FACULDADE ANHANGUERA DE SUMARÉ,SP,Sumaré,316,221,83
687,2020,12522,FACULDADE MOGIANA DO ESTADO DE SÃO PAULO,SP,Mogi Guaçu,102,34,27
689,2020,12723,FACULDADE FINACI,SP,São Paulo,47,48,0
692,2020,12791,FACULDADE ANHANGUERA DE PINDAMONHANGABA,SP,Pindamonhangaba,12,0,12
695,2020,12923,FACULDADE DE TECNOLOGIA IPANEMA,SP,Sorocaba,38,94,29
702,2020,13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA,SP,Cotia,9,2,7
703,2020,13488,FACULDADE SEQÜENCIAL,SP,São Paulo,80,45,34
711,2020,13752,FACULDADE DOM RICARDO,SP,Guarulhos,26,22,3
720,2020,14069,FACULDADE DE TECNOLOGIA PORTO SUL,SP,Praia Grande,31,1,23
728,2020,14401,FACULDADE DE TECNOLOGIA PORTO DAS MONÇÕES,SP,Porto Feliz,29,0,21
733,2020,14715,FACULDADE PIAGET,SP,Suzano,73,44,32
735,2020,14727,FACULDADE PROGRESSO,SP,Guarulhos,23,5,18
736,2020,14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,SP,Francisco Morato,4,8,3
749,2020,15501,Faculdade de Tecnologia SENAI Roberto Simonsen,SP,São Paulo,14,35,0
753,2020,15576,Faculdade de Tecnologia de Mogi das Cruzes,SP,Mogi das Cruzes,795,349,123
754,2020,15581,Faculdade de Tecnologia de São José dos Campos - Jessen Vidal,SP,São José dos Campos,642,261,102
755,2020,15680,Fatec Cruzeiro - Prof. Waldomiro May,SP,Cruzeiro,241,91,49
756,2020,15682,Faculdade de Tecnologia de Piracicaba,SP,Piracicaba,437,180,102
757,2020,15687,Faculdade de Tecnologia de Pindamonhangaba,SP,Pindamonhangaba,168,84,26
758,2020,15688,FACULDADE DE TECONOLOGIA DA ZONA SUL,SP,São Paulo,1145,318,213
759,2020,15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,SP,Itapetininga,369,174,30
760,2020,15695,Faculdade de Tecnologia Dom Amaury Castanho,SP,Itu,109,86,0
761,2020,15696,Faculdade de Tecnologia de Sertãozinho,SP,Sertãozinho,450,186,53
762,2020,15708,Faculdade de Tecnologia Dr. Thomaz Novelino,SP,Franca,266,182,0
763,2020,15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA,SP,Lins,410,188,94
764,2020,15745,Faculdade de Tecnologia de São Caetano do Sul,SP,São Caetano do Sul,192,82,43
765,2020,15746,Faculdade de Tecnologia do Ipiranga,SP,São Paulo,241,99,54
766,2020,15752,Faculdade de Tecnologia de Guarulhos,SP,Guarulhos,714,311,105
767,2020,15757,Faculdade de Tecnologia de Barueri,SP,Barueri,574,259,101
768,2020,15769,Faculdade de Tecnologia de Jales,SP,Jales,176,83,39
769,2020,15793,Faculdade de Tecnologia de São Sebastião,SP,São Sebastião,354,188,31
770,2020,15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,SP,Tatuí,450,185,113
772,2020,15859,Faculdade Católica Paulista,SP,Marília,905,681,65
774,2020,15922,Faculdade FABAD,SP,Pindamonhangaba,10,0,2
775,2020,16395,Faculdade de Tecnologia de Carapicuiba,SP,Carapicuíba,375,134,67
776,2020,16410,Faculdade de Tecnologia de Catanduva,SP,Catanduva,389,172,79
785,2020,17355,Faculdade de Educação em Ciências da Saúde,SP,São Paulo,44,23,12
792,2020,17593,Faculdade de Botucatu,SP,Botucatu,57,15,26
793,2020,17608,Faculdade de Educação Paulistana,SP,São Paulo,84,11,56
800,2020,17854,FACULDADE CAPITAL FEDERAL,SP,Taboão da Serra,605,569,182
801,2020,17902,FACULDADE ESAMC JUNDIAÍ,SP,Jundiaí,6,8,0
805,2020,18035,Escola Brasileira de Medicina Chinesa,SP,São Paulo,12,3,8
807,2020,18049,Faculdade de Tecnologia de Taubaté,SP,Taubaté,57,86,0
810,2020,18099,Faculdade de Tecnologia de Diadema Luigi Papaiz,SP,Diadema,94,86,0
813,2020,18258,FACULDADE UNIFICADA DO ESTADO DE SÃO PAULO,SP,Mauá,17,1,10
823,2020,18711,FACULDADE INOVA MAIS DE SÃO PAULO,SP,São Paulo,2,2,0
828,2020,19252,Faculdade de Tecnologia Alpha Channel,SP,São Paulo,0,0,0
831,2020,19325,Faculdade do Centro Oeste Paulista,SP,Piratininga,0,0,0
834,2020,19352,Faculdade Paulista de Gestão e Saúde,SP,São Paulo,6,6,0
837,2020,19500,Faculdade de Tecnologia de São Carlos,SP,São Carlos,356,170,45
838,2020,19501,Faculdade de Tecnologia Sebrae,SP,São Paulo,403,175,75
841,2020,19578,Faculdade de Tecnologia de Cotia,SP,Cotia,385,165,64
843,2020,19739,Faculdade de Tecnologia de Campinas,SP,Campinas,90,82,0
847,2020,19861,Faculdade de Santana de Parnaíba,SP,Santana de Parnaíba,17,16,3
848,2020,19862,Faculdade de Tecnologia Jorge Caram Sabbag,SP,Bebedouro,187,78,36
849,2020,19864,Faculdade de Tecnologia de Itapira,SP,Itapira,173,87,27
853,2020,20340,FACULDADE PAULISTA DE CIÊNCIAS DA SAÚDE,SP,São Paulo,49,0,0
867,2020,21502,FACULDADES INTEGRADAS POTENCIAL,SP,Cotia,33,11,20
868,2020,21573,Faculdade Ana Carolina Puga,SP,São Paulo,9,19,0
869,2020,21638,Faculdade PECEGE,SP,Piracicaba,47,29,14
872,2020,21713,Faculdade de Tecnologia - Fatec de Ribeirão Preto,SP,Ribeirão Preto,166,82,8
876,2020,21940,Faculdade Phorte de Educação e Tecnologia,SP,São Paulo,12,3,9
881,2020,22176,Faculdade ENAU,SP,Ribeirão Pires,42,38,0
883,2020,22316,FACULDADE NOVE DE JULHO MAUÁ,SP,Mauá,219,176,0
886,2020,22603,Faculdade Zona Leste,SP,São Paulo,51,56,0
889,2020,22814,Faculdade Auden Educacional,SP,São Paulo,298,298,0
890,2020,22862,FranklinCovey Business School,SP,São Paulo,11,14,0
891,2020,22939,Faculdade de Tecnologia de Araraquara,SP,Araraquara,52,81,0
893,2020,23147,Faculdade do Comércio de São Paulo,SP,São Paulo,40,60,0
895,2020,23194,Faculdade PSICOLOG,SP,Ribeirão Preto,4,4,0
897,2020,23438,Faculdade de Tecnologia de Araras,SP,Araras,93,81,0
898,2020,23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,SP,Ferraz de Vasconcelos,166,91,0
901,2020,23867,Faculdade de Tecnologia de Sumaré,SP,Sumaré,285,234,0
3715,2024,398,UNIVERSIDADE TIRADENTES,SE,Aracaju,531,326,129
3848,2024,1151,"FACULDADE DE ADMINISTRAÇÃO, NEGÓCIOS E SAÚDE DE SERGIPE",SE,Aracaju,72,48,26
4012,2024,1968,FACULDADE BRASILEIRA DE TECNOLOGIA,SE,Aracaju,0,1,0
4083,2024,3183,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",SE,Aracaju,106,65,21
4102,2024,3427,Faculdade Dom Pedro II de Sergipe,SE,Lagarto,31,9,4
4217,2024,5362,Faculdade UNIRB - ARACAJU,SE,Aracaju,0,0,0
4271,2024,14622,FACULDADE UNIFTB,SE,Tobias Barreto,5,0,0
4279,2024,15133,FACULDADE JARDINS,SE,Aracaju,52,28,9
2812,2023,398,UNIVERSIDADE TIRADENTES,SE,Aracaju,629,580,90
2934,2023,1090,FACULDADE SÃO LUÍS DE FRANÇA,SE,Aracaju,13,24,13
2945,2023,1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,SE,Aracaju,70,4,12
3198,2023,3183,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",SE,Aracaju,79,33,11
3218,2023,3427,Faculdade Dom Pedro II de Sergipe,SE,Lagarto,47,35,1
3339,2023,5362,Faculdade UNIRB - ARACAJU,SE,Aracaju,1,0,0
3394,2023,14622,FACULDADE UNIFTB,SE,Tobias Barreto,5,0,0
3404,2023,15133,FACULDADE JARDINS,SE,Aracaju,64,29,18
1893,2022,398,UNIVERSIDADE TIRADENTES,SE,Aracaju,611,438,164
2015,2022,1090,FACULDADE SÃO LUÍS DE FRANÇA,SE,Aracaju,45,20,13
2025,2022,1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,SE,Aracaju,71,66,17
2212,2022,1968,FACULDADE BRASILEIRA DE TECNOLOGIA,SE,Aracaju,0,0,0
2225,2022,2122,CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE,SE,Aracaju,0,0,0
2298,2022,3183,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",SE,Aracaju,104,22,41
2319,2022,3427,Faculdade Dom Pedro II de Sergipe,SE,Lagarto,22,9,9
2452,2022,5362,Faculdade UNIRB - ARACAJU,SE,Aracaju,2,1,1
2518,2022,14622,FACULDADE UNIFTB,SE,Tobias Barreto,5,0,0
2529,2022,15133,FACULDADE JARDINS,SE,Aracaju,70,38,14
